order_id,marketplace,sku,order_date,quantity,unit_price,discount_pct,order_status,state
ORD-000047,Amazon,SKU-1001,2026-02-12,2,89.99,0.0,Delivered,CA
ORD-000048,Wayfair,SKU-1007,2026-05-17,3,67.49,0.1,Delivered,TX
ORD-000049,eBay,SKU-1002,2026-03-19,2,169.99,0.0,Delivered,TX
ORD-000050,Wayfair,SKU-1008,2026-04-06,1,85.49,0.1,Delivered,AZ
ORD-000051,Amazon,SKU-1007,2026-05-30,1,67.49,0.1,Shipped,TX
ORD-000052,Amazon,SKU-1006,2026-04-14,2,103.99,0.2,Delivered,WA
ORD-000053,Wayfair,SKU-1004,2026-06-19,1,49.99,0.0,Shipped,TX
ORD-000054,Wayfair,SKU-1005,2026-02-11,1,139.99,0.0,Delivered,TX
ORD-000055,Amazon,SKU-1005,2026-05-11,2,139.99,0.0,Delivered,NY
ORD-000056,Wayfair,SKU-1004,2026-07-27,2,44.99,0.1,Delivered,TX
ORD-000057,eBay,SKU-1001,2026-04-27,1,80.99,0.1,Delivered,AZ
ORD-000058,eBay,SKU-1004,2026-04-26,1,49.99,0.0,Delivered,NY
ORD-000059,eBay,SKU-1008,2026-03-18,1,94.99,0.0,Delivered,CA
ORD-000060,Amazon,SKU-1003,2026-06-30,1,249.99,0.0,Delivered,WA
ORD-000061,eBay,SKU-1004,2026-03-17,1,49.99,0.0,Delivered,FL
ORD-000062,Wayfair,SKU-1001,2026-04-03,1,89.99,0.0,Delivered,CA
ORD-000063,Amazon,SKU-1002,2026-02-20,1,144.49,0.15,Delivered,WA
ORD-000064,Amazon,SKU-1004,2026-03-11,1,49.99,0.0,Delivered,IL
ORD-000065,Amazon,SKU-1001,2026-03-19,2,80.99,0.1,Delivered,FL
ORD-000066,Amazon,SKU-1008,2026-03-08,2,85.49,0.1,Cancelled,FL
ORD-000067,Wayfair,SKU-1008,2026-07-08,2,80.74,0.15,Delivered,AZ
ORD-000068,Amazon,SKU-1004,2026-06-03,1,44.99,0.1,Shipped,TX
ORD-000069,Amazon,SKU-1007,2026-04-04,1,74.99,0.0,Delivered,TX
ORD-000070,Amazon,SKU-1003,2026-03-09,1,249.99,0.0,Delivered,CA
ORD-000071,Amazon,SKU-1004,2026-06-01,1,49.99,0.0,Delivered,AZ
ORD-000072,eBay,SKU-1005,2026-06-29,1,139.99,0.0,Delivered,IL
ORD-000073,Wayfair,SKU-1007,2026-05-20,1,67.49,0.1,Shipped,AZ
ORD-000074,Amazon,SKU-1004,2026-06-06,1,49.99,0.0,Delivered,NY
ORD-000075,Amazon,SKU-1002,2026-03-06,4,161.49,0.05,Delivered,FL
ORD-000076,Amazon,SKU-1006,2026-05-22,1,123.49,0.05,Delivered,NY
ORD-000077,Amazon,SKU-1002,2026-05-10,1,135.99,0.2,Delivered,AZ
ORD-000078,eBay,SKU-1004,2026-02-15,4,49.99,0.0,Delivered,IL
ORD-000079,eBay,SKU-1006,2026-04-06,1,129.99,0.0,Delivered,CA
ORD-000080,Amazon,SKU-1006,2026-03-29,1,129.99,0.0,Delivered,FL
ORD-000081,eBay,SKU-1008,2026-03-15,3,94.99,0.0,Delivered,TX
ORD-000082,Wayfair,SKU-1006,2026-05-14,3,129.99,0.0,Delivered,AZ
ORD-000083,eBay,SKU-1002,2026-04-20,2,161.49,0.05,Delivered,MA
ORD-000084,Amazon,SKU-1007,2026-05-22,1,74.99,0.0,Delivered,CA
ORD-000085,Amazon,SKU-1004,2026-05-23,3,47.49,0.05,Shipped,WA
ORD-000086,eBay,SKU-1004,2026-07-18,1,44.99,0.1,Delivered,NY
ORD-000087,eBay,SKU-1004,2026-04-11,1,49.99,0.0,Delivered,TX
ORD-000088,eBay,SKU-1004,2026-06-27,1,49.99,0.0,Delivered,AZ
ORD-000089,Amazon,SKU-1002,2026-04-09,1,144.49,0.15,Delivered,TX
ORD-000090,Wayfair,SKU-1001,2026-02-23,1,89.99,0.0,Delivered,TX
ORD-000091,eBay,SKU-1004,2026-05-27,2,49.99,0.0,Delivered,WA
ORD-000092,eBay,SKU-1003,2026-06-03,1,249.99,0.0,Cancelled,FL
ORD-000093,Amazon,SKU-1003,2026-04-21,1,249.99,0.0,Delivered,CA
ORD-000094,eBay,SKU-1004,2026-03-21,1,44.99,0.1,Delivered,FL
ORD-000095,eBay,SKU-1007,2026-02-27,2,74.99,0.0,Delivered,TX
ORD-000096,Amazon,SKU-1006,2026-02-13,3,123.49,0.05,Delivered,CA
ORD-000097,Amazon,SKU-1007,2026-02-05,1,71.24,0.05,Delivered,CA
ORD-000098,Wayfair,SKU-1001,2026-06-04,1,89.99,0.0,Delivered,FL
ORD-000099,Amazon,SKU-1006,2026-06-26,3,129.99,0.0,Delivered,FL
ORD-000100,eBay,SKU-1004,2026-07-10,1,47.49,0.05,Delivered,NY
ORD-000101,Wayfair,SKU-1007,2026-04-21,1,74.99,0.0,Cancelled,CA
ORD-000102,eBay,SKU-1007,2026-04-10,1,74.99,0.0,Delivered,CA
ORD-000103,Amazon,SKU-1001,2026-07-04,1,89.99,0.0,Processing,TX
ORD-000104,Amazon,SKU-1007,2026-04-02,3,67.49,0.1,Delivered,WA
ORD-000105,Amazon,SKU-1008,2026-06-21,1,94.99,0.0,Delivered,CA
ORD-000106,eBay,SKU-1001,2026-07-04,2,85.49,0.05,Delivered,CA
ORD-000107,eBay,SKU-1006,2026-04-12,1,123.49,0.05,Delivered,CA
ORD-000108,Amazon,SKU-1004,2026-04-07,1,49.99,0.0,Delivered,AZ
ORD-000109,Amazon,SKU-1005,2026-07-24,2,132.99,0.05,Delivered,CA
ORD-000110,Amazon,SKU-1004,2026-04-14,1,47.49,0.05,Delivered,NY
ORD-000111,Amazon,SKU-1001,2026-04-28,1,89.99,0.0,Delivered,NY
ORD-000112,eBay,SKU-1004,2026-05-15,2,47.49,0.05,Delivered,TX
ORD-000113,Wayfair,SKU-1003,2026-05-16,2,224.99,0.1,Delivered,AZ
ORD-000114,Amazon,SKU-1004,2026-06-14,1,44.99,0.1,Delivered,IL
ORD-000115,Amazon,SKU-1002,2026-04-16,1,152.99,0.1,Delivered,MA
ORD-000116,Amazon,SKU-1005,2026-03-14,1,139.99,0.0,Delivered,TX
ORD-000117,Amazon,SKU-1007,2026-03-04,1,74.99,0.0,Delivered,TX
ORD-000118,Amazon,SKU-1006,2026-06-05,4,129.99,0.0,Delivered,NY
ORD-000119,Amazon,SKU-1008,2026-03-08,2,94.99,0.0,Shipped,NY
ORD-000120,Amazon,SKU-1008,2026-02-02,1,94.99,0.0,Delivered,MA
ORD-000121,Amazon,SKU-1004,2026-06-19,1,49.99,0.0,Delivered,NY
ORD-000122,Wayfair,SKU-1008,2026-07-30,1,94.99,0.0,Shipped,NY
ORD-000123,Amazon,SKU-1003,2026-05-10,1,224.99,0.1,Shipped,MA
ORD-000124,Amazon,SKU-1004,2026-06-10,3,49.99,0.0,Delivered,AZ
ORD-000125,Wayfair,SKU-1001,2026-02-05,2,89.99,0.0,Delivered,CA
ORD-000126,Wayfair,SKU-1004,2026-04-29,1,49.99,0.0,Delivered,TX
ORD-000127,Amazon,SKU-1006,2026-04-24,1,110.49,0.15,Delivered,FL
ORD-000128,Amazon,SKU-1005,2026-07-27,3,111.99,0.2,Delivered,NY
ORD-000129,eBay,SKU-1001,2026-02-27,1,80.99,0.1,Delivered,CA
ORD-000130,Amazon,SKU-1007,2026-05-08,1,74.99,0.0,Delivered,WA
ORD-000131,Amazon,SKU-1002,2026-07-08,2,161.49,0.05,Delivered,AZ
ORD-000132,Amazon,SKU-1001,2026-04-08,1,80.99,0.1,Delivered,NY
ORD-000133,Amazon,SKU-1003,2026-02-20,1,249.99,0.0,Delivered,WA
ORD-000134,Amazon,SKU-1004,2026-04-20,1,49.99,0.0,Delivered,TX
ORD-000135,Amazon,SKU-1005,2026-07-31,1,111.99,0.2,Delivered,TX
ORD-000136,eBay,SKU-1005,2026-02-14,3,125.99,0.1,Shipped,AZ
ORD-000137,Amazon,SKU-1007,2026-05-03,1,74.99,0.0,Delivered,IL
ORD-000138,eBay,SKU-1007,2026-03-09,1,63.74,0.15,Delivered,TX
ORD-000139,Amazon,SKU-1004,2026-03-07,1,49.99,0.0,Delivered,CA
ORD-000140,Amazon,SKU-1001,2026-05-06,1,76.49,0.15,Shipped,TX
ORD-000141,Amazon,SKU-1007,2026-04-18,2,74.99,0.0,Delivered,MA
ORD-000142,Wayfair,SKU-1001,2026-07-25,2,71.99,0.2,Cancelled,IL
ORD-000143,eBay,SKU-1003,2026-02-05,1,249.99,0.0,Delivered,IL
ORD-000144,Amazon,SKU-1002,2026-07-15,3,169.99,0.0,Delivered,CA
ORD-000145,Amazon,SKU-1008,2026-07-08,1,94.99,0.0,Shipped,AZ
ORD-000146,Amazon,SKU-1003,2026-03-09,1,249.99,0.0,Cancelled,CA
ORD-000147,Amazon,SKU-1002,2026-05-12,1,152.99,0.1,Delivered,MA
ORD-000148,eBay,SKU-1004,2026-03-13,2,47.49,0.05,Shipped,FL
ORD-000149,Amazon,SKU-1008,2026-07-28,1,94.99,0.0,Processing,AZ
ORD-000150,eBay,SKU-1001,2026-06-21,3,85.49,0.05,Delivered,TX
ORD-000151,Wayfair,SKU-1008,2026-05-29,1,94.99,0.0,Delivered,MA
ORD-000152,Amazon,SKU-1001,2026-03-06,2,89.99,0.0,Shipped,FL
ORD-000153,Wayfair,SKU-1005,2026-04-02,1,139.99,0.0,Delivered,CA
ORD-000154,Amazon,SKU-1007,2026-03-07,1,67.49,0.1,Delivered,AZ
ORD-000155,Amazon,SKU-1001,2026-04-03,1,89.99,0.0,Delivered,CA
ORD-000156,Amazon,SKU-1004,2026-02-18,1,44.99,0.1,Delivered,CA
ORD-000157,Wayfair,SKU-1004,2026-02-13,2,42.49,0.15,Delivered,TX
ORD-000158,Amazon,SKU-1005,2026-06-04,2,139.99,0.0,Delivered,WA
ORD-000159,Wayfair,SKU-1004,2026-04-25,1,49.99,0.0,Delivered,WA
ORD-000160,Amazon,SKU-1004,2026-07-04,1,49.99,0.0,Delivered,CA
ORD-000161,Wayfair,SKU-1006,2026-07-18,2,123.49,0.05,Shipped,NY
ORD-000162,Amazon,SKU-1008,2026-05-29,1,85.49,0.1,Delivered,TX
ORD-000163,Wayfair,SKU-1002,2026-07-27,3,169.99,0.0,Shipped,CA
ORD-000164,eBay,SKU-1001,2026-03-07,1,85.49,0.05,Delivered,TX
ORD-000165,Amazon,SKU-1001,2026-07-22,3,89.99,0.0,Processing,CA
ORD-000166,Amazon,SKU-1003,2026-02-28,1,249.99,0.0,Delivered,TX
ORD-000167,Wayfair,SKU-1001,2026-05-07,1,89.99,0.0,Delivered,NY
ORD-000168,eBay,SKU-1005,2026-07-11,1,132.99,0.05,Delivered,MA
ORD-000169,Amazon,SKU-1007,2026-03-20,1,67.49,0.1,Delivered,TX
ORD-000170,Amazon,SKU-1002,2026-07-20,1,169.99,0.0,Delivered,CA
ORD-000171,Amazon,SKU-1006,2026-05-20,1,129.99,0.0,Delivered,TX
ORD-000172,eBay,SKU-1008,2026-02-15,1,85.49,0.1,Delivered,CA
ORD-000173,Amazon,SKU-1004,2026-07-07,1,49.99,0.0,Delivered,CA
ORD-000174,Amazon,SKU-1004,2026-07-25,1,47.49,0.05,Delivered,TX
ORD-000175,Amazon,SKU-1008,2026-03-26,1,94.99,0.0,Delivered,TX
ORD-000176,Amazon,SKU-1003,2026-05-23,1,249.99,0.0,Delivered,NY
ORD-000177,Wayfair,SKU-1007,2026-02-20,1,67.49,0.1,Delivered,NY
ORD-000178,Amazon,SKU-1001,2026-05-22,1,80.99,0.1,Delivered,CA
ORD-000179,Amazon,SKU-1001,2026-07-10,1,80.99,0.1,Delivered,NY
ORD-000180,Amazon,SKU-1001,2026-05-15,1,89.99,0.0,Delivered,TX
ORD-000181,Amazon,SKU-1003,2026-06-12,1,237.49,0.05,Delivered,IL
ORD-000182,Wayfair,SKU-1003,2026-07-17,2,249.99,0.0,Delivered,CA
ORD-000183,eBay,SKU-1005,2026-07-19,1,111.99,0.2,Delivered,NY
ORD-000184,Amazon,SKU-1005,2026-07-26,3,132.99,0.05,Delivered,FL
ORD-000185,eBay,SKU-1007,2026-03-12,1,71.24,0.05,Delivered,IL
ORD-000186,Amazon,SKU-1005,2026-02-20,1,139.99,0.0,Delivered,AZ
ORD-000187,Wayfair,SKU-1001,2026-02-25,1,85.49,0.05,Delivered,FL
ORD-000188,Wayfair,SKU-1007,2026-05-28,3,71.24,0.05,Delivered,FL
ORD-000189,Wayfair,SKU-1004,2026-05-28,1,42.49,0.15,Delivered,WA
ORD-000190,Amazon,SKU-1004,2026-04-06,2,39.99,0.2,Delivered,FL
ORD-000191,Wayfair,SKU-1003,2026-05-12,1,249.99,0.0,Delivered,IL
ORD-000192,Amazon,SKU-1005,2026-02-26,1,139.99,0.0,Delivered,AZ
ORD-000193,eBay,SKU-1008,2026-03-12,1,90.24,0.05,Delivered,TX
ORD-000194,eBay,SKU-1008,2026-05-13,1,85.49,0.1,Delivered,FL
ORD-000195,Amazon,SKU-1005,2026-03-06,1,125.99,0.1,Delivered,WA
ORD-000196,eBay,SKU-1004,2026-05-21,1,49.99,0.0,Delivered,MA
ORD-000197,eBay,SKU-1003,2026-03-23,1,249.99,0.0,Delivered,AZ
ORD-000198,eBay,SKU-1001,2026-06-16,1,89.99,0.0,Delivered,CA
ORD-000199,Amazon,SKU-1003,2026-07-29,2,224.99,0.1,Delivered,NY
ORD-000200,eBay,SKU-1004,2026-04-03,3,47.49,0.05,Delivered,IL
ORD-000201,Amazon,SKU-1002,2026-06-02,3,169.99,0.0,Delivered,FL
ORD-000202,eBay,SKU-1004,2026-05-10,1,49.99,0.0,Delivered,CA
ORD-000203,Wayfair,SKU-1005,2026-02-15,1,118.99,0.15,Delivered,CA
ORD-000204,Wayfair,SKU-1007,2026-04-15,1,74.99,0.0,Delivered,FL
ORD-000205,Amazon,SKU-1007,2026-03-30,2,63.74,0.15,Delivered,NY
ORD-000206,Amazon,SKU-1004,2026-05-11,4,49.99,0.0,Delivered,MA
ORD-000207,eBay,SKU-1007,2026-03-11,1,74.99,0.0,Shipped,WA
ORD-000208,eBay,SKU-1001,2026-05-27,1,76.49,0.15,Delivered,CA
ORD-000209,Wayfair,SKU-1001,2026-07-07,1,89.99,0.0,Delivered,TX
ORD-000210,Amazon,SKU-1001,2026-07-11,1,89.99,0.0,Delivered,FL
ORD-000211,Amazon,SKU-1001,2026-04-04,2,89.99,0.0,Delivered,TX
ORD-000212,Amazon,SKU-1005,2026-07-23,1,111.99,0.2,Delivered,FL
ORD-000213,Wayfair,SKU-1004,2026-06-23,1,42.49,0.15,Delivered,NY
ORD-000214,eBay,SKU-1003,2026-05-04,2,249.99,0.0,Delivered,FL
ORD-000215,eBay,SKU-1007,2026-04-28,1,74.99,0.0,Delivered,WA
ORD-000216,eBay,SKU-1007,2026-07-30,1,74.99,0.0,Delivered,WA
ORD-000217,Amazon,SKU-1008,2026-03-25,1,94.99,0.0,Delivered,MA
ORD-000218,Wayfair,SKU-1004,2026-06-21,1,49.99,0.0,Delivered,TX
ORD-000219,Amazon,SKU-1007,2026-07-19,1,74.99,0.0,Delivered,AZ
ORD-000220,Wayfair,SKU-1006,2026-05-11,1,129.99,0.0,Delivered,TX
ORD-000221,Amazon,SKU-1007,2026-02-23,2,74.99,0.0,Delivered,IL
ORD-000222,Amazon,SKU-1004,2026-02-22,1,49.99,0.0,Delivered,WA
ORD-000223,Amazon,SKU-1002,2026-05-27,1,144.49,0.15,Delivered,MA
ORD-000224,Wayfair,SKU-1002,2026-02-16,1,161.49,0.05,Delivered,IL
ORD-000225,Wayfair,SKU-1006,2026-03-10,2,116.99,0.1,Delivered,CA
ORD-000226,eBay,SKU-1002,2026-05-05,1,161.49,0.05,Delivered,WA
ORD-000227,Amazon,SKU-1008,2026-02-21,1,90.24,0.05,Delivered,WA
ORD-000228,Amazon,SKU-1002,2026-03-21,1,169.99,0.0,Delivered,TX
ORD-000229,Amazon,SKU-1002,2026-07-08,1,144.49,0.15,Delivered,CA
ORD-000230,Amazon,SKU-1007,2026-05-26,4,67.49,0.1,Cancelled,MA
ORD-000231,eBay,SKU-1006,2026-06-22,1,110.49,0.15,Shipped,WA
ORD-000232,eBay,SKU-1008,2026-05-05,1,94.99,0.0,Delivered,CA
ORD-000233,Amazon,SKU-1007,2026-06-23,1,71.24,0.05,Cancelled,CA
ORD-000234,Amazon,SKU-1008,2026-05-14,4,85.49,0.1,Delivered,IL
ORD-000235,Amazon,SKU-1007,2026-04-24,1,74.99,0.0,Delivered,TX
ORD-000236,eBay,SKU-1007,2026-07-15,1,67.49,0.1,Delivered,NY
ORD-000237,Wayfair,SKU-1007,2026-06-14,1,74.99,0.0,Delivered,WA
ORD-000238,Wayfair,SKU-1003,2026-04-15,2,249.99,0.0,Delivered,FL
ORD-000239,Amazon,SKU-1001,2026-06-18,1,85.49,0.05,Delivered,FL
ORD-000240,eBay,SKU-1002,2026-07-06,1,144.49,0.15,Delivered,AZ
ORD-000241,Wayfair,SKU-1001,2026-06-29,1,89.99,0.0,Delivered,FL
ORD-000242,Wayfair,SKU-1001,2026-06-21,1,71.99,0.2,Delivered,IL
ORD-000243,Amazon,SKU-1006,2026-02-20,1,129.99,0.0,Delivered,NY
ORD-000244,,SKU-1003,2026-04-24,2,212.49,0.15,Cancelled,CA
ORD-000245,Amazon,SKU-1003,2026-04-24,1,249.99,0.0,Delivered,CA
ORD-000246,Wayfair,SKU-1001,2026-07-09,1,71.99,0.2,Delivered,IL
ORD-000247,eBay,SKU-1008,2026-03-22,2,90.24,0.05,Delivered,NY
ORD-000248,Amazon,SKU-1003,2026-05-13,1,199.99,0.2,Delivered,TX
ORD-000249,Amazon,SKU-1001,2026-07-19,1,89.99,0.0,Delivered,CA
ORD-000250,Amazon,SKU-1001,2026-05-06,2,89.99,0.0,Delivered,FL
ORD-000251,Amazon,SKU-1002,2026-02-20,1,169.99,0.0,Delivered,IL
ORD-000252,eBay,SKU-1005,2026-03-06,3,139.99,0.0,Shipped,TX
ORD-000253,eBay,SKU-1008,2026-03-24,1,94.99,0.0,Delivered,CA
ORD-000254,Wayfair,SKU-1006,2026-06-14,1,123.49,0.05,Delivered,TX
ORD-000255,Amazon,SKU-1005,2026-07-09,2,139.99,0.0,Delivered,IL
ORD-000256,eBay,SKU-1004,2026-04-19,1,49.99,0.0,Delivered,CA
ORD-000257,Amazon,SKU-1004,2026-07-28,1,47.49,0.05,Delivered,WA
ORD-000258,Amazon,SKU-1008,2026-04-01,2,90.24,0.05,Delivered,FL
ORD-000259,Wayfair,SKU-1005,2026-03-11,2,139.99,0.0,Delivered,WA
ORD-000260,Amazon,SKU-1002,2026-05-20,1,152.99,0.1,Delivered,IL
ORD-000261,Wayfair,SKU-1008,2026-02-17,2,90.24,0.05,Delivered,MA
ORD-000262,Amazon,SKU-1004,2026-03-18,1,47.49,0.05,Delivered,WA
ORD-000263,eBay,SKU-1007,2026-07-29,1,71.24,0.05,Processing,TX
ORD-000264,Wayfair,SKU-1003,2026-04-19,2,224.99,0.1,Delivered,NY
ORD-000265,Amazon,SKU-1004,2026-04-13,1,47.49,0.05,Delivered,AZ
ORD-000266,Amazon,SKU-1004,2026-03-11,1,49.99,0.0,Delivered,TX
ORD-000267,Amazon,SKU-1004,2026-06-04,1,44.99,0.1,Delivered,FL
ORD-000268,Amazon,SKU-1002,2026-07-02,1,169.99,0.0,Delivered,TX
ORD-000269,Amazon,SKU-1002,2026-04-27,2,169.99,0.0,Delivered,CA
ORD-000270,Wayfair,SKU-1004,2026-05-17,1,42.49,0.15,Delivered,WA
ORD-000271,Amazon,SKU-1007,2026-04-16,1,63.74,0.15,Delivered,FL
ORD-000272,eBay,SKU-1004,2026-02-11,3,49.99,0.0,Delivered,CA
ORD-000273,Wayfair,SKU-1008,2026-05-14,2,94.99,0.0,Delivered,AZ
ORD-000274,Amazon,SKU-1003,2026-04-19,1,249.99,0.0,Cancelled,TX
ORD-000275,Amazon,SKU-1008,2026-06-08,2,94.99,0.0,Delivered,TX
ORD-000276,Amazon,SKU-1007,2026-05-30,1,67.49,0.1,Delivered,TX
ORD-000277,eBay,SKU-1003,2026-03-23,1,212.49,0.15,Delivered,IL
ORD-000278,Amazon,SKU-1004,2026-07-23,1,39.99,0.2,Delivered,MA
ORD-000279,Amazon,SKU-1001,2026-05-27,2,71.99,0.2,Delivered,WA
ORD-000280,eBay,SKU-1001,2026-07-29,1,80.99,0.1,Delivered,CA
ORD-000281,Wayfair,SKU-1006,2026-08-01,2,116.99,0.1,Delivered,MA
ORD-000282,Amazon,SKU-1003,2026-03-08,1,249.99,0.0,Cancelled,NY
ORD-000283,Wayfair,SKU-1006,2026-06-19,2,116.99,0.1,Delivered,WA
ORD-000284,eBay,SKU-1005,2026-06-16,1,125.99,0.1,Delivered,FL
ORD-000285,Amazon,SKU-1001,2026-06-11,1,85.49,0.05,Delivered,AZ
ORD-000286,eBay,SKU-1004,2026-07-01,1,42.49,0.15,Delivered,CA
ORD-000287,Amazon,SKU-1001,2026-06-26,1,85.49,0.05,Shipped,WA
ORD-000288,Wayfair,SKU-1004,2026-03-29,1,49.99,0.0,Delivered,CA
ORD-000289,Wayfair,SKU-1008,2026-02-19,4,90.24,0.05,Delivered,CA
ORD-000290,eBay,SKU-1001,2026-07-17,3,89.99,0.0,Delivered,NY
ORD-000291,Amazon,SKU-1008,2026-02-22,1,85.49,0.1,Delivered,WA
ORD-000292,Amazon,SKU-1003,2026-06-19,1,249.99,0.0,Cancelled,AZ
ORD-000293,Wayfair,SKU-1007,2026-05-31,1,71.24,0.05,Delivered,IL
ORD-000294,Amazon,SKU-1002,2026-04-13,1,144.49,0.15,Delivered,CA
ORD-000295,eBay,SKU-1006,2026-02-06,1,129.99,0.0,Delivered,NY
ORD-000296,Wayfair,SKU-1006,2026-04-05,2,129.99,0.0,Delivered,CA
ORD-000297,Amazon,SKU-1007,2026-06-10,4,74.99,0.0,Delivered,FL
ORD-000298,eBay,SKU-1005,2026-04-25,1,118.99,0.15,Cancelled,FL
ORD-000299,Amazon,SKU-1004,2026-06-24,3,42.49,0.15,Processing,FL
ORD-000300,Amazon,SKU-1004,2026-05-01,3,44.99,0.1,Shipped,TX
ORD-000301,Amazon,SKU-1004,2026-05-09,1,47.49,0.05,Delivered,TX
ORD-000302,Amazon,SKU-1007,2026-05-31,3,71.24,0.05,Cancelled,FL
ORD-000303,Amazon,SKU-1001,2026-03-26,1,89.99,0.0,Delivered,NY
ORD-000304,Wayfair,SKU-1004,2026-02-15,1,44.99,0.1,Delivered,AZ
ORD-000305,eBay,SKU-1002,2026-07-23,1,161.49,0.05,Shipped,TX
ORD-000306,Amazon,SKU-1008,2026-03-22,3,94.99,0.0,Cancelled,NY
ORD-000307,eBay,SKU-1002,2026-03-26,1,169.99,0.0,Delivered,TX
ORD-000308,eBay,SKU-1004,2026-04-21,1,47.49,0.05,Delivered,CA
ORD-000309,Amazon,SKU-1008,2026-04-24,3,94.99,0.0,Delivered,FL
ORD-000310,Amazon,SKU-1002,2026-04-09,1,161.49,0.05,Delivered,TX
ORD-000311,Amazon,SKU-1002,2026-06-27,2,161.49,0.05,Delivered,WA
ORD-000312,Wayfair,SKU-1002,2026-07-16,2,161.49,0.05,Delivered,TX
ORD-000313,Amazon,SKU-1001,2026-03-21,3,85.49,0.05,Delivered,CA
ORD-000314,Wayfair,SKU-1001,2026-07-23,1,89.99,0.0,Delivered,WA
ORD-000315,Amazon,SKU-1001,2026-03-29,1,89.99,0.0,Delivered,WA
